participant_id,ID,healthy1,healthy2,healthy3,unhealthy,know_1,coresim_1,trust_1,caring_1,invest_1,satisfaction_1,alternatives_1,mutuality_1,interdependence_1,commitment_1,understanding_1,validation_1,selfact_1,physicalneeds_1,selfreg_1,sepIDs_1,physicalattraction_1,emotionalattraction_2,security_1,db_db1,db_db2,db_db3,db_db4,db_db5,db_db6,db_db7,db_db8,db_db9,db_db10,db_db11,db_db12,db_db13,db_db14,db_db15,db_db16,db_db17,db_db18,V43,db_db19,db_db20,db_db21,db_db22,ECR_ecr1,ECR_ecr2,ECR_ecr3,ECR_ecr4,ECR_ecr5,ECR_ecr6,ECR_ecr7,V55,ECR_ecr8,ECR_ecr9,SIS_SIS1,SIS_SIS2,SIS_SIS3,SIS_SIS4,race,sex,gender,orient,status,status_6_TEXT,length,exclusive,Live,Q40,V73,Q55_1,db_db_23,ECR_ECR_11,age,completed_date_time,CountryofBirth,CurrentCountryofResidence,EmploymentStatus,FirstLanguage,Nationality,StudentStatus,time_taken,SIS,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,InsecureTotalMean,AvoidTotalMean,AnxiousTotalMean,AvoidxAnxious
598183ac15f44d00017d6f55,264,"Caring about each other, but also giving each other space and freedom",you would both feel happy with the relationship,"feeling close and caring for each other, also giving each other space and freedom to chose to do what you like , and being there for each other","not healthy would be if someone in the relationship felt like they had no choice in how to behave or what they wanted to do, they would feel sad and frustrated",32,11,50,32,31,21,11,-50,-10,-11,32,31,32,-10,21,31,-20,23,12,5,7,4,4,5,5,3,5,5,4,3,5,3,3,3,5,3,5,NA,3,5,3,5,6,6,6,3,3,3,5,NA,3,5,3,3,3,3,White British,2,Female,Bisexual,5,,324,1,1,everything was fine,NA,27,2,6,NA,23:11:13,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,No,1466.014,3,2,2,2,5,3,3,5,3,5,3.3333333333333335,2.8333333333333335,4.333333333333333,12.277777777777777
5981d55b04ebec0001aaadde,247,Getting along,We would be comfortable in deciding ou'll,"Love. Happiness, contentment",We would not get along and fall out,13,-7,50,29,6,27,21,17,24,NA,50,38,32,34,45,24,50,24,15,5,6,5,6,7,4,5,5,6,6,4,5,6,2,6,6,6,4,NA,6,4,7,5,7,7,7,7,3,4,5,NA,5,4,3,3,4,5,White british,2,Female,Straight,6,Living with partner,108,1,1,No,NA,27,2,6,34,23:08:59,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,No,757.147,3.75,1,1,1,1,3,4,5,5,4,2.7777777777777777,1.8333333333333333,4.666666666666667,8.555555555555555
5984ffe2eef500000111d783,82,One in which problems are openly discussed and issues are not bought up over every irritation and small matter. One where the couple trusts each other and affirm that and their love for each other regularly including acts of physical intimacy. Being each others' crutch.,If there was communication or not.,Considering your partner to be desireable and taking action about it. Communicating with each other and trying to resolve issues. Being supportive of each other in low times and seeking council with each other.,"Physical abuse, gaslighting, constant shouting at each other, dictating what the other can/can't do to an extreme.",41,31,34,46,35,25,20,24,36,41,25,22,12,16,16,13,21,27,41,3,5,5,7,4,6,5,5,4,5,3,6,5,2,3,5,3,3,NA,4,4,3,6,7,7,7,7,1,4,5,NA,5,4,2,2,2,2,Pakistani,1,Male,Heterosexual,5,,7,1,1,,NA,NA,NA,NA,32,22:22:31,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,773.323,2,1,1,1,1,1,4,5,5,4,2.5555555555555554,1.5,4.666666666666667,7
599104cdcceb0f0001b3998a,40,When a person continues to grow as a human being with the support of another human being and with both humans having a positive outlook toward a mutually successful life.,I would know through having clear communication in the relationship so that those in the relationship are always moving forward together in the present.,"The thoughts are that of contentment and fulfillment. The feelings are that of happiness, excitement, and wonderment. The behaviors are that of truthfulness, transparency, and communication.","I would feel or witness dread, lies, drama, and lack of communication.",50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,30,50,50,50,7,5,7,4,4,5,7,3,3,3,3,4,6,5,3,4,5,1,NA,3,1,5,4,7,7,7,7,7,1,1,NA,1,1,2,1,2,2,Mixed (White/Native American) and Hispanic,1,Male,Straight,1,,NA,NA,NA,No.,NA,NA,NA,NA,35,21:51:29,United States,United States,Other,English,United States,Yes,1138.003,1.75,1,1,1,1,7,1,1,1,1,1.6666666666666667,2,1,2
59917dcdb2bf030001c4f28f,94,"One in which communication is two ways and always used first, and both people respect and care for one another. One where honesty and trust are mutual.","It was stable, debendable, relaxed, fun, enjoyable, mutually beneficial, supporting, caring","You feel genuine care for that person, you think about them often and fondly. You have their best interests at heard and think of them before yourselves. You speak often about your problems and concerns and work them out together. You enjoy each other's company and have fun together too.","It was dysfunctional, hard work, emotionally and physically draining, making you feel down or bad or self conscious. It was impacting every aspect of your life negatively.",50,30,50,40,50,50,40,50,40,50,50,30,50,30,43,40,30,50,29,3,7,4,7,2,3,2,6,6,6,2,5,2,5,2,7,2,5,NA,6,5,3,7,7,7,7,7,1,2,5,NA,2,2,4,4,4,4,White,2,Female,Hetrosexual,5,,11,1,1,,NA,27,2,6,29,22:29:52,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Yes,499.589,4,1,1,1,1,1,2,5,2,2,1.7777777777777777,1.1666666666666667,3,3.5
5992036d7d29e70001730436,37,"When you trust each other completely, are happy in each otherâ€™s company.","You never know with other people as you canâ€™t see behind closed doors. 
For my own relationship, trust and family work life balance makes our relationship healthy","To love and support each other no matter whatâ€™s going on around you. 
To spend quality time with family and friends. 
To have the same interests / goals in life",If there was excessive arguing,40,30,50,50,40,50,46,35,11,40,50,45,45,40,40,-10,50,50,50,3,6,5,6,3,1,1,7,5,7,1,6,1,4,2,6,3,6,NA,3,5,2,6,7,7,7,7,1,1,1,NA,1,1,4,4,4,4,White british,2,Female,Straight,5,,180,1,1,Some of the wordings of questions in the first section could be a little confusing and repetitive .,NA,NA,NA,NA,36,21:47:25,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker, retired or disabled)",English,United Kingdom,No,902.776,4,1,1,1,1,1,1,1,1,1,1,1,1,1
5994a22bbf8bcf0001ab6982,166,Good communication.,If it were respectful and trusting,"Affection
Trust
Loyalty
Devotion
Comfort
Understanding 
Openness",If one or both parties were made to feel less in some way,43,24,30,37,26,21,38,50,45,50,39,38,38,39,30,31,27,31,28,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,3,4,4,4,4,5,5,4,4,3,5,NA,4,4,4,4,3,2,White,2,Female,Straight,4,,60,1,1,,NA,39,4,4,33,22:50:32,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker, retired or disabled)",English,United Kingdom,No,440.103,3.25,4,3,3,4,4,3,5,4,4,3.7777777777777777,3.5,4.333333333333333,15.166666666666666
5994d7d9c825cf0001d7dd30,387,"Equal, caring partners. Give and take. Arguing on occassion is fine but not all the time.",The people in the relationship would be happy.,"Love
Happiness
Relaxed
Supported
Cared for
Kindness
Equality",The people (or one of the people) in the relationship would be unhappy all the time when with the other person in the relationship. Constant arguing. Violence.,49,42,50,41,50,41,45,-9,6,39,47,49,43,50,48,8,43,50,50,6,6,5,4,5,5,5,5,5,3,4,5,3,1,3,4,3,3,NA,5,3,5,4,7,6,6,7,1,1,1,NA,1,1,5,5,4,4,White,2,Female,Straight,6,Cohabiting,252,1,1,"Some of the questions where unclear. I found it very American (I am British, we do not 'date' in the same way)",NA,28,2,6,39,23:42:37,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,1021.76,4.5,1,2,2,1,1,1,1,1,1,1.2222222222222223,1.3333333333333333,1,1.3333333333333333
5995561d5f49420001cafba5,287,"Happy, caring, in it together, balanced",From feeling happy and full filled,"Happy, included, loyal, trusting,","Sad, upset, hard to function, feeling down,",44,44,22,48,50,43,11,12,41,49,45,43,50,37,46,50,50,46,50,6,7,5,6,4,7,4,6,6,4,4,5,5,3,4,6,4,5,NA,4,4,4,5,7,6,6,7,1,4,1,NA,1,1,5,4,2,4,White,2,Female,Straight,4,,120,1,1,,NA,28,2,6,33,23:13:34,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,509.253,3.75,1,2,2,1,1,4,1,1,1,1.5555555555555556,1.8333333333333333,1,1.8333333333333333
5996025a5f49420001cafcdc,106,trust and respect,not stressed about it,respect and trust. Helping the other person and compromise.,upset by it,35,19,28,39,16,11,10,NA,12,10,22,6,13,12,13,22,-6,9,6,4,5,4,4,4,3,5,4,4,5,4,4,3,5,3,4,4,5,NA,3,6,4,4,5,5,6,4,3,3,5,NA,4,5,1,1,1,1,White,1,male,hetro,5,,288,1,1,no,NA,27,2,6,44,22:32:42,Canada,Canada,Full-Time,English,Canada,,721.254,1,3,3,2,4,3,3,5,4,5,3.5555555555555554,3,4.666666666666667,14
599b7eb76b939900012da424,24,"A healthy relationship is made up of individuals who share common beliefs, values, and morals. The couple works together as a team, spends adequate time with one another, and supports each other in their goals, dreams and endeavors. They are non-abusive towards each other (though some minor joking may be ok).

Parameters canâ€™t really be put on a healthy relationship - what isâ€healthyâ€ is largely defined by the couple, together.","If I was happy. If my partner was happy. 

We would both feel comfortable with the amount of time we spend together, and how we spend our time together. We would also both have our space when needed.","Love
Communication
Care
Teamwork
Casual
Comfortable
Happiness","I would look for signs of abusiveness. When Iâ€™m unhappy in a relationship, I lose some part of my self-confidence, and exhibit high or tensioned emotions. I would be unhappy, for the most part.",50,29,50,50,48,50,46,41,34,50,41,42,42,25,33,41,32,50,36,4,6,5,6,2,4,3,5,3,5,3,5,3,2,3,6,2,4,NA,4,5,3,5,6,7,7,4,2,2,3,NA,2,6,3,4,2,3,Caucasian,2,Female,Heterosexual,3,,41,1,2,Thanks!,NA,NA,NA,NA,29,21:43:00,United States,United States,Full-Time,English,United States,No,980.213,3,2,1,1,4,2,2,3,2,6,2.5555555555555554,2,3.6666666666666665,7.333333333333333
59a05bb44d25e800012fcab6,249,"Supportive, caring, able to offer constructive criticism. Affectionate, able to disagree without resentment",I would expect respect to be shown. Lack of dismissing the other.,"Respect, affection, contentment, trust, reasonable expectations. Understanding",Would not necessarily know if someone elseâ€™s was not healthy. If my husband showed intolerance or lack of respect I would feel that was unhealthy.. equally not listening or putting me down in public,40,48,49,49,49,48,14,-18,11,44,42,46,47,10,50,50,27,43,43,2,6,2,5,2,4,2,6,2,4,1,3,1,1,1,5,1,6,NA,2,4,1,6,6,7,7,6,1,1,1,NA,1,1,4,5,3,NA,Caucasian,2,Female,Heterosexual,5,,420,1,1,No,NA,27,2,6,60,23:09:05,United Kingdom,United Kingdom,,English,United Kingdom,No,733.144,4,2,1,1,2,1,1,1,1,1,1.2222222222222223,1.3333333333333333,1,1.3333333333333333
59a772cd1363d90001676936,289,two people who love but are not reliant on each other.  Who can communicate and work together while at the same time maintaining their own individuality and independence,"It would fit my previous description.  I would enjoy spending time with the person (or the friend/family member would), and work well with them as a team however I would also maintain my own individuality.","Love and laughter, first and foremost.  Not partaking in destructive or abusive behaviour.  Communication skills are really important and feeling that you can talk to that person about anything you need to, whether positive or negative and not feel judged.",I (or my friend or family member) would show signs of obsession with that person .  Demonstration of abusive or abusive behaviours.  Sacrifice of self.,50,30,30,41,50,44,50,-20,-10,50,50,50,50,22,50,45,42,47,48,6,7,6,6,5,4,3,6,5,6,5,6,5,2,2,5,3,5,NA,6,5,4,7,7,7,7,7,1,1,2,NA,3,5,4,4,4,3,White,2,Female,Heterosexual,3,,37,1,2,,NA,27,2,6,42,23:13:38,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,797.574,3.75,1,1,1,1,1,1,2,3,5,1.7777777777777777,1,3.3333333333333335,3.3333333333333335
59a9a6336584fb00018ab4cf,120,One in which there is great communication loe and support.,By the way they look talk and come off to me.,Happy secure never jealous very supportive feelings wearing a smile on the inside as well as out are parts of being in a healthy relationship.,The way they are talking.,45,33,50,50,26,33,-9,49,36,50,50,41,37,27,26,31,50,46,39,5,6,5,5,5,5,1,6,6,5,1,5,5,3,1,5,3,6,NA,4,5,3,5,5,6,6,5,2,2,4,NA,4,3,5,5,5,1,black,2,female,bisexual,3,,72,3,1,no,NA,27,2,6,27,22:37:32,United States,United States,Unemployed (and job seeking),English,United States,No,737.741,4,3,2,2,3,2,2,4,4,3,2.7777777777777777,2.3333333333333335,3.6666666666666665,8.555555555555555
59ab136b5e7f4800010eeecc,13,when your parter talks to you and doesnt cheat,when you talk about anything,"talking to one another.
helping each other out
showing and saying they care and love one another","if your fighting and not talking, hitting one another or cheating",50,47,50,50,50,50,-50,50,-50,50,50,50,50,50,29,50,50,4,50,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,5,5,5,5,british,2,30,straight,1,,16,3,2,no,NA,NA,NA,NA,30,21:36:15,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,595.126,5,1,1,1,1,7,7,7,7,7,4.333333333333333,3,7,21
59b3d610d98aab00019bb11e,64,"A relationship with trust, commitment, equality, understanding and respect","If there was mutual respect in the way they talk to each other, full commitment and understanding. Always willing to listen and compromise in a reasonable manner.","Always respecting each other, especially in front of others, including your own kids.
Appreciating what you each do for each other, no matter what the gender roles are of the expected.
Listening to each other in a civilised manner, trying to understand and appreciate whatâ€™s on each otherâ€™s mind.
Full commitment and faithfulness.","If there was any sort of cheating going on, this includes emotionally and physically. 
If one partner is always putting the other down, humiliating them in front of others, making them feel low.
Too much control, no independence or equality.",49,21,50,50,33,35,50,37,-12,50,50,36,14,0,25,50,26,50,50,3,6,1,7,3,6,5,6,4,6,3,2,3,5,3,6,3,6,NA,2,3,5,7,7,5,6,6,3,7,1,NA,1,1,3,2,1,2,Indian,2,Female,Straight,5,,132,1,1,,NA,NA,NA,NA,32,22:13:03,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,1043.647,2,1,3,2,2,3,7,1,1,1,2.3333333333333335,3,1,3
59b7de7811212f0001cd0f55,56,"A healthy relationship is free from abuse; both physically and verbally. It involves a great deal of care and trust from both parties, and must not be predicated on lies and mistrust. There may be arguments and disagreements and any comprimise must be from both people.",If there are no signs of abuse. If both people are happy.,"Peope in a healthy relationship have a good level of communication and communicate well with each other.
Feelings are trust and security are paramount to a healthy relationship, and both parties feel free in expressing themselves. 
Part of a healthy relationship may involve having boundaries, which are discussed and shared by both people, so that everyone may feel safe and secure in a relationship. 
People in a healthy relationship will feel confident and empowered by the relationship. They should be happy and boosted by the relationship, not brought down and held back.","I would look for lethargy, tiredness, anger in a person. Usually a person who is generally happy, would seem uncharacteristically unhappy if they were not in a healthy relationship. Physical or mental abuse would be easy to spot in a person, and would lead to that person's mental health deteriorating.",40,20,50,50,40,30,40,40,20,40,50,40,30,10,21,20,31,50,50,3,6,2,5,2,6,4,7,2,6,3,5,2,6,2,6,1,2,NA,2,5,2,4,6,6,7,6,2,2,2,NA,4,2,1,3,2,5,White,1,Male,Straight,3,,120,1,1,,NA,NA,NA,NA,29,22:07:51,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,934.023,2.75,2,2,1,2,2,2,2,4,2,2.111111111111111,1.8333333333333333,2.6666666666666665,4.888888888888888
59bbf6a03a9ab6000111968b,46,One that is built on mutual trust and respect,Both parties would be happy,"Mutual trust
Mutual respect
Listening to the other person
","Unhappiness
Anger
Arguments",46,29,50,-30,35,48,18,16,-11,38,38,40,45,23,27,43,14,12,43,2,5,5,5,5,5,3,4,3,5,3,5,3,3,3,7,2,5,NA,3,3,3,6,7,7,7,7,1,1,3,NA,2,3,3,4,3,4,British,2,Female,Straight,5,,120,1,1,N/a,NA,NA,NA,NA,33,22:03:06,United Kingdom,United States,Part-Time,English,United Kingdom,No,614.421,3.5,1,1,1,1,1,1,3,2,3,1.5555555555555556,1,2.6666666666666665,2.6666666666666665
59be1fac3a9ab60001119c1a,112,Two people who support eachother through thick and thin while being intimate.,If you were genuinely happy and could be yourself in it.,"Someone who's supportive, you'd feel loved and wanted. You'd never feel like you were a bother. You would also want to do things with the person you're in a relationship with and not feel like you're doing a chore.","If it was abusive, if you stopped having fun all together, if you dreaded being with the person.",50,25,50,50,50,50,50,-19,18,50,21,41,50,-10,33,48,29,50,25,3,7,3,6,4,5,1,3,6,7,2,6,1,7,1,6,1,6,NA,3,6,5,5,6,7,7,7,1,1,3,NA,2,2,2,2,2,3,White,1,Male,Straight,2,,12,1,2,"No, nothing was confusing.",NA,27,2,6,24,22:35:08,Canada,Canada,Part-Time,English,Canada,Yes,715.288,2.25,2,1,1,1,1,1,3,2,2,1.5555555555555556,1.1666666666666667,2.3333333333333335,2.7222222222222228
59c03732c458e800017b5477,119,"Time together but also tie apart
Talk to each other about your dAy",Been happy,Missing somebody when they are not around. Wanting to spend time with them and butterflies when you see them. Respecting each other,Arguments. Tension,30,17,47,45,28,31,-31,19,-15,48,42,27,18,36,22,21,19,18,20,3,5,6,5,5,6,3,6,5,6,5,4,2,5,3,6,2,4,NA,2,5,3,5,6,6,7,7,2,3,4,NA,2,2,5,5,5,5,White,2,Female,Heterosexual,4,,132,1,1,,NA,-18,2,6,29,22:36:47,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,371.461,5,2,2,1,1,2,3,4,2,2,2.111111111111111,1.8333333333333333,2.6666666666666665,4.888888888888888
59c11ed03ed6380001598c60,235,Give and take between partners. Dialogue about problems. Freedom for emotional expression.,Mostly I see it in the negative- ie. an absence of pathological behaviours like constant arguing or aggression.,"Love, respect, caring. A healthy relationship will involve all of these. Behaviour will reflect this, in physical affection and emotional resonance.I think the freedom to be oneself within a relationship is important.","It would make me feel bad. I would feel it in my body- a reaction to bickering or nit-picking, aggression or negative body language.",50,0,50,50,33,50,20,NA,40,NA,30,45,44,39,50,10,21,42,26,2,6,4,5,4,5,4,5,5,5,5,4,4,4,3,4,2,2,NA,4,4,3,4,7,6,6,7,1,2,1,NA,1,1,3,2,3,3,caucasian,1,male,straight,5,,36,1,1,,NA,27,2,6,48,23:06:03,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,No,871.644,2.75,1,2,2,1,1,2,1,1,1,1.3333333333333333,1.5,1,1.5
59d1f0fffaf42e00012b6c20,324,"Mutual trust, respect and desire to share each others lives","You both are happy, relaxed in each others company and choose to share each others experiences","Having an interest in the other persons life, experiences and joy. Wanting to be open about our feelings and hopes.","More time was spent apart than was usual, wanting to be separate and closing down communication.",50,23,50,50,42,50,50,27,41,50,41,33,29,12,31,23,41,50,50,3,6,3,7,2,5,2,7,5,5,2,5,1,5,1,6,2,4,NA,4,5,2,6,7,7,7,7,1,1,1,NA,1,1,3,2,2,1,white british,1,male,heterosexual,5,,402,1,1,No,NA,27,2,6,50,23:19:44,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,717.462,2,1,1,1,1,1,1,1,1,1,1,1,1,1
59d5e278115096000190de02,364,something where you can communicate freely and not have to worry about issues that need resolving,usually through communication,"happiness, freedom, openess, straightforwardness",lack of communication,31,25,35,22,13,25,16,16,19,18,29,25,16,20,24,22,18,29,13,3,4,4,4,4,5,5,4,4,5,4,3,4,5,4,5,4,4,NA,3,5,3,5,5,5,5,3,4,4,5,NA,3,4,2,2,2,2,white,1,male,straight,1,,NA,NA,NA,,NA,27,2,6,29,23:31:40,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker, retired or disabled)",English,United Kingdom,No,1216.589,2,3,3,3,5,4,4,5,3,4,3.7777777777777777,3.6666666666666665,4,14.666666666666666
59db4bfd0b21c900014b3c4e,170,"mutual loving and respect, helping each other grow",non abusive as in mentally,When you feel safe and secure. When you are not mocked and belittled.  When you do not have to work to gain your partners approval,the same answers as previously,32,46,10,50,48,50,41,-3,-29,42,31,50,50,32,42,49,41,46,42,2,6,1,6,4,2,1,5,5,5,1,3,2,1,1,5,4,4,NA,7,3,2,7,6,5,4,2,6,6,7,NA,2,7,3,3,4,4,white,2,female,heterosexual,1,,NA,NA,NA,,NA,27,1,6,57,22:51:35,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,No,819.891,3.5,2,3,4,6,6,6,7,2,7,4.777777777777778,4.5,5.333333333333333,24
59de66472f3a5d00018f42b5,74,"Two people who spend time together and have time apart, have date nights and keep things lively. Have good communication and an healthy sex life.",If the people were happy and couldn't stop smiling or touching one another.,I love this person with my whole heart. They are my world but sometimes I just need time for myself.,By the person suddenly becoming irritable,50,39,50,50,50,3,42,50,50,50,50,50,50,49,50,50,50,50,50,5,7,1,7,1,7,1,7,5,7,1,7,7,7,1,7,1,7,NA,7,7,1,7,7,7,7,7,1,1,4,NA,5,5,5,5,5,5,White British,2,Female,Straight,3,,12,1,2,No,NA,NA,NA,NA,30,22:17:02,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,No,619.366,5,1,1,1,1,1,1,4,5,5,2.2222222222222223,1,4.666666666666667,4.666666666666667
59e53f7b0fb3a90001bd9633,187,"Where two people trust and love each other unconditionally, work through problems together.",If I was able to be completely myself around them.,"Loving thoughts for one another, being respectful to each other, understanding how the other person is feeling.","A lot of arguments, no trust in each other, lack of compassion for one another.",50,-26,50,24,45,35,50,34,34,50,50,45,44,24,36,43,10,50,50,6,7,6,7,5,5,6,6,7,4,3,5,3,4,2,6,5,6,NA,7,6,3,7,7,7,7,7,1,1,1,NA,1,1,5,5,5,5,British,2,Female,Heterosexual,5,,72,1,1,,NA,27,2,6,33,22:56:36,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Yes,1209.794,5,1,1,1,1,1,1,1,1,1,1,1,1,1
59e7276d5de9b000017ed1c1,390,"One which includes give and take, respect for each other's likes and interests, so to allow each other to be who they are. Getting upset or angry about something shows you care, as long as you don't get abusive, then that is crossing the line. The friendship also needs to be there, or else there is no foundation to fall back on when the romance dies down.","if channels of communication are still open and respect and trust is still there. Taking the other person for granted or using them, so being used is not healthy.","When your partner does the small gestures, that feels like they care than doing the big showy big gestures. Allowing you to be yourself and do the things you enjoy rather than being told to change is a good indicator of a healthy relationship. I have felt in the past, when a partner has been overly against me trying to be myself and the relationship ended because one should not have to compromise on who they are.","If your partner takes you for granted, is abusive towards you, or is cold or distant then i'd think there was something wrong.",41,46,50,50,46,46,50,50,30,50,50,50,50,50,45,50,50,NA,41,5,7,3,7,4,6,3,7,3,6,2,5,2,4,2,7,1,6,NA,4,6,2,7,7,7,7,6,1,1,1,NA,1,1,2,2,2,3,Asian,1,Male,straight,6,Long term relationship,108,1,1,,NA,27,2,6,37,23:44:07,United Kingdom,United Kingdom,Other,English,United Kingdom,Yes,1250.909,2.25,1,1,1,2,1,1,1,1,1,1.1111111111111112,1.1666666666666667,1,1.1666666666666667
59e7ab746100f9000194a753,327,one where each party is open and honest with each other,"it will not always be easy to know that any relationship is healthy since too many ""healthy"" relationships break down","Being open and honest.
Supportive
Non judgemental",this is not always apparent they say love is blind,50,50,50,1,50,50,1,50,1,50,50,50,50,50,50,50,50,50,50,3,7,7,7,3,7,7,5,4,4,3,7,7,7,7,7,6,4,NA,3,5,7,7,7,7,7,7,1,6,1,NA,1,1,3,1,2,2,white,1,male,hetero,5,,666,1,1,no,NA,27,2,6,73,23:20:12,Italy,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,No,1040.979,2,1,1,1,1,1,6,1,1,1,1.5555555555555556,1.8333333333333333,1,1.8333333333333333
59ea3dc2d838ae0001850dce,205,One in which both parties trust and respect each other,"By it feeling even, not draining","Trust, respect, loyalty, honesty",You would be drained,34,26,49,32,31,33,35,37,26,28,34,33,26,25,26,31,18,33,24,3,5,3,5,3,6,3,4,5,3,5,5,5,1,3,5,3,3,NA,5,3,4,5,3,3,3,4,5,5,5,NA,6,6,4,5,3,2,Mixed,2,Female,Straight,1,,NA,NA,NA,,NA,27,2,6,27,22:59:37,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,359.025,3.5,5,5,5,4,5,5,5,6,6,5.111111111111111,4.833333333333333,5.666666666666667,27.38888888888889
59eb9776be399f0001e4a27c,57,"A healthy relationship is where everybody involved is happy with the relationship, and where everybody gets on and loves one another.",People express happiness when they are with their partners who they love.,Feeling safe around that person. Being able to trust that person. Loving that person.,"There are usually signs, such as arguing or being bitter towards one another.",50,28,50,38,50,50,50,40,33,50,46,50,37,32,50,3,50,50,46,5,6,4,6,2,6,4,7,6,6,4,5,3,6,1,6,2,5,NA,3,5,4,4,7,7,7,7,1,1,2,NA,3,4,2,1,2,2,White British,1,Male,Straight,4,,36,1,1,,NA,NA,NA,NA,23,22:08:26,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,455.993,1.75,1,1,1,1,1,1,2,3,4,1.6666666666666667,1,3,3
59f7c290f4217300016cc2fb,116,A mutual respect for one another. Caring and loving of one another and supporting.,I would know if we both respected each other and considered each others feelings. If we cared for each other and worked through difficulties together etc,"Being supportive
Consideration
Respectful
Caring
Loving
Honest

",If it was abusive or toxic in any way and if we weren't in touch for the right reasons etc. If there was no kindness or respect for each other.,50,40,50,50,50,50,50,50,30,50,50,50,50,50,40,50,50,50,50,6,5,5,6,6,6,4,6,6,5,4,5,4,4,4,5,4,5,NA,4,4,4,5,7,7,7,7,1,1,3,NA,4,4,5,5,5,5,White British,2,Female,Hetrosexual,1,,NA,NA,NA,,NA,27,2,6,40,22:36:25,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,745.396,5,1,1,1,1,1,1,3,4,4,1.8888888888888888,1,3.6666666666666665,3.6666666666666665
59f8c2605c04960001c81a1c,296,"One where there is open communication between both people. They feel free to express their thoughts, desires and opinions without any judgment. They listen to each other and take the other person's opinions into consideration. They have a genuine affection for one another and enjoy each other's company. They also trust the other person and are trusted in return. There is no worrying about people betraying trust or any sort of possessiveness and each party is free to live their own lives too.",I would feel appreciated and happy to be around the other person. I would feel like I was valued in the relationship and wanted. I would share my true self with the person and not put on any pretences. I would value their opinion and time and feel grateful that they were sharing parts of themselves with me in return.,"Behavior like trusting the other person and having them trust you and not needing to justify yourself or your actions (ie. going to a party without them). Feeling as though you can be open and share yourself (opinions, values, thoughts) with them. 
Wanting to be around them and feeling as though they want you in their life too because you meet their family or friends or they share important parts of their life with you (ie. asking you to watch them play sport).
Being able to live your own life separately and independently of the other person and retaining your own sense of self.","They would be miserable all the time and not look forward to being around the other person. There would be jealousy, distrust and animosity constantly which would cause fights and bad feelings. They would be a different person around them compared to how they are with other people, like putting on a mask or changing their personality.",50,45,50,40,40,35,30,10,5,40,30,45,25,-5,20,45,10,45,20,3,7,2,7,3,5,3,5,2,5,3,6,2,6,1,7,2,5,NA,3,5,2,7,7,6,6,7,1,1,2,NA,1,2,1,1,1,1,white,1,male,straight,5,,52,1,1,Everything was very clear and explained well. This was a fun and engaging survey and made me reflect on my own relationship in a positive way. Thank you for allowing me to participate and good luck with your research.,NA,27,2,6,41,23:15:21,United States,United States,Full-Time,English,United States,No,858.496,1,1,2,2,1,1,1,2,1,2,1.4444444444444444,1.3333333333333333,1.6666666666666667,2.2222222222222223
